Visit ID,BDM Code,BDM Name,Outlet Code,Outlet Name,Visit Date,Check In,Duration (mins),Purpose,Remarks
V04896,BDM011,Ilango M,OA0300,Sri Krishna Gadgets,15/06/2026,12:13,10,Order,discussed scheme
V04897,BDM012,Yuvaraj S,OA0733,New Star Mobile,08/07/2026,16:03,15,New onboarding,owner not available
V04898,BDM006,Jegan R,OA0415,Jeyam Electronics,20/07/2026,12:04,30,Stock check,display not as per norms
V04899,BDM012,Yuvaraj S,OA0639,Mobile World Gadgets,2026-05-19,11:16,5,New onboarding,shop closed
V04900,BDM007,Mohan Raj,OA0625,Karpagam Agencies,09/05/2026,11:45,10,Stock check,
V04901,BDM007,Mohan Raj,OA0778,Vasanth Infotech,2026-05-09,10:00,25,Routine visit,display not as per norms
V04902,BDM002,Prakash M,OA0204,Sangeetha Mobiles,2026-07-12,14:40,8,Stock check,
V04903,BDM009,Gowtham S,OA0067,Galaxy Traders,25/07/2026,12:23,15,Order,
V04904,BDM001,Sundar R,OA0139,Galaxy Infotech,13/05/2026,16:37,45,followup,
V04905,BDM011,Ilango M,OA0346,Amman Communications,21/05/2026,16:00,25,Routine visit,
V04906,BDM002,Prakash M,OA0663,New Star Agencies,02/07/2026,13:59,8,New onboarding,stock displayed
V04907,BDM011,Ilango M,OA0078,,2026-06-11,14:42,25,Complaint,asked for better margin
V04908,BDM006,Jegan R,OA0390,Vasanth Enterprises,2026-06-04,16:38,10,routine,will order next week
V04909,BDM008,Sathya N,OA0687,Bharath Communications,01/07/2026,10:33,30,followup,stock displayed
V04910,BDM005,Dhanush P,OA0509,Saravana Digital,13/06/2026,12:51,8,Collection,discussed scheme
V04911,BDM005,Dhanush P,OA0189,Muthu Cellpoint,06/07/2026,14:07,25,Follow up,stock displayed
V04912,BDM011,Ilango M,OA0040,Modern Mobile,05/05/2026,10:04,,Complaint,discussed scheme
V04913,BDM006,Jegan R,OA0047,Sakthi Infotech,09/07/2026,15:45,8,Complaint,
V04914,BDM003,Vetri S,OA0142,Bharath Agencies,27/05/2026,11:01,,Order,collection pending
V04915,BDM007,Mohan Raj,OA0180,Vinayaga Telecom,15/06/2026,11:16,45,Collection,discussed scheme
V04916,BDM003,Vetri S,OA0579,Saravana Telecom,2026-05-27,12:14,15,Collection,stock displayed
V04917,BDM006,Jegan R,OA0080,Chennai Silks Enterprises,08/06/2026,11:23,15,Complaint,stock displayed
V04918,BDM005,Dhanush P,OA0043,Jeyam Electronics,11/07/2026,11:03,15,Complaint,display not as per norms
V04919,BDM005,Dhanush P,OA0533,Universal Mobile,20/06/2026,12:23,30,Complaint,collection pending
V04920,BDM007,Mohan Raj,OA0710,Karpagam Agencies,22/05/2026,12:08,,,
V04921,BDM004,Ashok Kumar,OA0745,,13/05/2026,16:48,45,New onboarding,
V04922,BDM008,Sathya N,OA0244,Sri Balaji Mobile,2026-05-16,15:32,15,Complaint,
V04923,BDM003,Vetri S,OA0188,,13/07/2026,17:05,15,Complaint,asked for better margin
V04924,BDM007,Mohan Raj,OA0127,Sangeetha Agencies,02/05/2026,15:45,30,Routine visit,discussed scheme
V04925,BDM012,Yuvaraj S,OA0359,Amman Mobiles,2026-05-15,10:01,,,shop closed
V04926,BDM006,Jegan R,OA0453,Sri Krishna Digital,20/07/2026,14:08,15,Stock check,
V04927,BDM002,Prakash M,OA0724,New Star Communications,02/07/2026,10:31,,Follow up,
V04928,BDM008,Sathya N,OA0754,Thangam Enterprises,15/07/2026,11:27,15,followup,stock displayed
V04929,BDM009,Gowtham S,OA0751,Ganesh Gadgets,2026-06-22,10:42,25,Stock check,stock displayed
V04930,BDM001,Sundar R,OA0041,Poorvika Infotech,23/06/2026,15:05,25,,
V04931,BDM003,Vetri S,OA0750,Vasanth Cellpoint,2026-07-01,15:07,25,routine,
V04932,BDM001,Sundar R,OA0441,Bharath Enterprises,16/05/2026,10:00,25,Routine visit,display not as per norms
V04933,BDM006,Jegan R,OA0080,Chennai Silks Enterprises,2026-07-22,12:34,5,New onboarding,discussed scheme
V04934,BDM002,Prakash M,OA0585,Meenakshi Cellpoint,17/07/2026,13:00,25,Routine visit,
V04935,BDM010,Praveen K,OA0179,Ram Agencies,2026-07-15,14:55,20,routine,owner not available
V04936,BDM009,Gowtham S,OA0296,Galaxy Gadgets,2026-05-10,13:57,5,Order,
V04937,BDM012,Yuvaraj S,OA0062,Jeyam Telecom,22/07/2026,10:14,,Order,
V04938,BDM012,Yuvaraj S,OA0062,Jeyam Telecom,07/07/2026,10:03,15,Follow up,
V04939,BDM008,Sathya N,OA0169,Meenakshi Traders,05/07/2026,11:00,25,Routine visit,
V04940,BDM010,Praveen K,OA0090,Devi Traders,28/05/2026,12:06,,Collection,owner not available
V04941,BDM004,Ashok Kumar,OA0036,Jeyam Digital,06/06/2026,14:15,12,Stock check,
V04942,BDM009,Gowtham S,OA0714,Karpagam Digital,01/07/2026,14:40,15,Collection,
V04943,BDM003,Vetri S,OA0502,Lakshmi Gadgets,16/07/2026,14:02,25,routine,discussed scheme
V04944,BDM011,Ilango M,OA0022,Chennai Silks Mobiles,25/07/2026,12:00,25,Routine visit,owner not available
V04945,BDM002,Prakash M,OA0801,SANGEETHA DIGITAL,27/07/2026,10:36,8,Order,
V04946,BDM012,Yuvaraj S,OA0358,Royal Enterprises,2026-07-06,10:00,5,Complaint,
V04947,BDM005,Dhanush P,OA0275,Poorvika Electronics,2026-05-25,12:15,45,New onboarding,
V04948,BDM008,Sathya N,OA0113,Sakthi Infotech,13/07/2026,12:39,10,Follow up,
V04949,BDM001,Sundar R,OA0436,Vinayaga Agencies,25/05/2026,12:53,20,Order,
V04950,BDM005,Dhanush P,OA0158,Ganesh Electronics,09/07/2026,15:49,45,,
V04951,BDM012,Yuvaraj S,OA0359,Amman Mobiles,31/05/2026,14:12,20,Order,asked for better margin
V04952,BDM011,Ilango M,OA0700,Lakshmi Electronics,2026-05-30,12:46,30,followup,
V04953,BDM006,Jegan R,OA0273,Royal Enterprises,13/07/2026,11:36,30,followup,asked for better margin
V04954,BDM011,Ilango M,OA0778,Vasanth Infotech,06/05/2026,11:33,12,followup,will order next week
V04955,BDM011,Ilango M,OA0700,Lakshmi Electronics,04/06/2026,16:42,30,Complaint,
V04956,BDM006,Jegan R,OA0178,Prime Communications,16/07/2026,11:34,15,Stock check,shop closed
V04957,BDM004,Ashok Kumar,OA0679,Vasanth Gadgets,2026-06-16,15:05,25,Routine visit,
V04958,BDM009,Gowtham S,OA0650,Vinayaga Electronics,13/07/2026,11:01,10,Complaint,stock displayed
V04959,BDM004,Ashok Kumar,OA0239,Selvam Traders,2026-06-02,11:46,,Collection,
V04960,BDM003,Vetri S,OA0766,Vasanth Enterprises,2026-06-09,13:11,8,routine,
V04961,BDM001,Sundar R,OA0539,Ram Infotech,2026-06-09,11:36,30,Follow up,will order next week
V04962,BDM009,Gowtham S,OA0097,Saravana Traders,03/05/2026,12:00,20,Stock check,collection pending
V04963,BDM008,Sathya N,OA0023,Thangam Traders,02/07/2026,13:22,5,,will order next week
V04964,BDM010,Praveen K,OA0179,Ram Agencies,11/05/2026,10:37,45,routine,
V04965,BDM003,Vetri S,OA0761,Chennai Silks Gadgets,20/07/2026,15:28,,followup,shop closed
V04966,BDM010,Praveen K,OA0402,Kumaran Digital,22/07/2026,10:34,25,Complaint,collection pending
V04967,BDM003,Vetri S,OA0466,Vinayaga Communications,05/07/2026,12:45,20,Order,owner not available
V04968,BDM004,Ashok Kumar,OA0075,Ram Electronics,21/07/2026,11:00,5,routine,
V04969,BDM012,Yuvaraj S,OA0768,City Telecom,2026-05-02,14:40,30,Follow up,discussed scheme
V04970,BDM007,Mohan Raj,OA0686,Royal Electronics,02/07/2026,12:53,8,followup,
V04971,BDM012,Yuvaraj S,OA0694,Devi Mobile,26/05/2026,10:48,25,Complaint,display not as per norms
V04972,BDM012,Yuvaraj S,OA0442,Big C Telecom,2026-07-25,10:16,12,followup,
V04973,BDM003,Vetri S,OA0176,Sri Krishna Cellpoint,2026-05-27,12:10,20,Collection,
V04974,BDM004,Ashok Kumar,OA0486,Jeyam Infotech,12/06/2026,10:27,30,New onboarding,
V04975,BDM006,Jegan R,OA0145,Ganesh Agencies,13/06/2026,13:06,30,Follow up,will order next week
V04976,BDM002,Prakash M,OA0474,Mobile World Electronics,03/06/2026,13:50,25,,owner not available
V04977,BDM012,Yuvaraj S,OA0034,Poorvika Digital,2026-07-26,11:10,,New onboarding,
V04978,BDM010,Praveen K,OA0703,Thangam Telecom,23/07/2026,14:12,8,routine,asked for better margin
V04979,BDM003,Vetri S,OA0074,Poorvika Cellpoint,2026-05-12,10:40,5,,asked for better margin
V04980,BDM009,Gowtham S,OA0596,Saravana Mobile,17/07/2026,11:53,20,Follow up,stock displayed
V04981,BDM006,Jegan R,OA0611,Royal Traders,2026-06-15,12:43,25,followup,display not as per norms
V04982,BDM006,Jegan R,OA0058,New Star Telecom,17/07/2026,10:49,15,Routine visit,collection pending
V04983,BDM003,Vetri S,OA0779,Jeyam Agencies,20/05/2026,12:41,25,Follow up,discussed scheme
V04984,BDM010,Praveen K,OA0725,,06/07/2026,14:27,45,followup,asked for better margin
V04985,BDM003,Vetri S,OA0195,Prime Cellpoint,29/05/2026,12:15,,followup,
V04986,BDM001,Sundar R,OA0481,Muthu Traders,21/05/2026,11:26,12,followup,
V04987,BDM002,Prakash M,OA0765,Amman Cellpoint,2026-06-10,10:44,25,Order,
V04988,BDM009,Gowtham S,OA0386,Prime Mobiles,24/05/2026,17:12,20,Follow up,owner not available
V04989,BDM007,Mohan Raj,OA0775,Prime Digital,2026-06-10,12:45,30,New onboarding,owner not available
V04990,BDM009,Gowtham S,OA0751,Ganesh Gadgets,18/05/2026,12:46,,Routine visit,discussed scheme
V04991,BDM001,Sundar R,OA0760,Sakthi Infotech,2026-06-16,23:56,10,Routine visit,
V04992,BDM001,Sundar R,OA0437,Thangam Mobile,19/06/2026,12:37,8,followup,owner not available
V04993,BDM010,Praveen K,OA0814,Poorvika Traders ,11/06/2026,15:29,10,followup,will order next week
V04994,BDM003,Vetri S,OA0243,Jeyam Digital,18/07/2026,11:08,45,Routine visit,
V04995,BDM011,Ilango M,OA0071,Lakshmi Mobile,15/06/2026,11:08,8,,
V04996,BDM004,Ashok Kumar,OA0025,Sangeetha Agencies,03/06/2026,12:28,12,Complaint,discussed scheme
V04997,BDM008,Sathya N,OA0017,Mobile World Infotech,2026-05-07,12:12,25,Complaint,
V04998,BDM008,Sathya N,OA0229,Sri Krishna Digital,03/06/2026,12:52,,Complaint,owner not available
V04999,BDM010,Praveen K,OA0256,Muthu Gadgets,11/06/2026,13:18,20,Order,
V05000,BDM005,Dhanush P,OA0150,Universal Communications,13/05/2026,11:30,45,Collection,
V05001,BDM002,Prakash M,OA0162,Ram Mobile,08/05/2026,17:00,20,New onboarding,
V05002,BDM006,Jegan R,OA0047,Sakthi Infotech,2026-06-24,13:58,30,,asked for better margin
V05003,BDM007,Mohan Raj,OA0632,Prime Electronics,19/06/2026,10:53,8,followup,will order next week
V05004,BDM007,Mohan Raj,OA0451,Kumaran Mobiles,14/07/2026,15:11,20,Order,
V05005,BDM001,Sundar R,OA0553,Anandha Agencies,21/06/2026,11:35,10,Order,
V05006,BDM011,Ilango M,OA0309,Ganesh Cellpoint,28/05/2026,12:28,25,Follow up,will order next week
V05007,BDM002,Prakash M,OA0558,Mobile World Agencies,22/06/2026,15:13,15,routine,will order next week
V05008,BDM010,Praveen K,OA0217,Devi Electronics,29/05/2026,13:22,12,Stock check,
V05009,BDM012,Yuvaraj S,OA0302,Saravana Telecom,2026-07-15,13:55,,Collection,shop closed
V05010,BDM011,Ilango M,OA0327,Prime Digital,28/06/2026,12:01,10,followup,owner not available
V05011,BDM006,Jegan R,OA0453,Sri Krishna Digital,18/07/2026,14:21,,Routine visit,
V05012,BDM011,Ilango M,OA0504,Karpagam Traders,11/06/2026,11:47,20,Stock check,owner not available
V05013,BDM011,Ilango M,OA0621,Mobile World Enterprises,01/07/2026,13:58,30,New onboarding,stock displayed
V05014,BDM002,Prakash M,OA0204,Sangeetha Mobiles,24/05/2026,12:21,15,Routine visit,
V05015,BDM002,Prakash M,OA0498,Sangeetha Cellpoint,21/05/2026,14:58,10,Routine visit,asked for better margin
V05016,BDM005,Dhanush P,OA0626,Galaxy Cellpoint,2026-06-05,11:40,10,,
V05017,BDM008,Sathya N,OA0272,Amman Telecom,29/05/2026,14:23,8,Routine visit,stock displayed
V05018,BDM003,Vetri S,OA0144,Modern Telecom,20/05/2026,10:58,5,Stock check,discussed scheme
V05019,BDM011,Ilango M,OA0556,Amman Traders,30/07/2026,11:41,30,,
V05020,BDM002,Prakash M,OA0433,Vinayaga Cellpoint,2026-07-20,11:28,10,Order,stock displayed
V05021,BDM012,Yuvaraj S,OA0359,Amman Mobiles,06/06/2026,13:00,20,Routine visit,stock displayed
V05022,BDM011,Ilango M,OA0730,Saravana Communications,19/05/2026,12:00,30,Routine visit,discussed scheme
V05023,BDM005,Dhanush P,OA0379,,01/07/2026,10:06,20,routine,asked for better margin
V05024,BDM012,Yuvaraj S,OA0792,Devi Mobile,26/06/2026,13:44,5,Follow up,stock displayed
V05025,BDM002,Prakash M,OA0569,Bharath Gadgets,08/07/2026,12:07,25,Stock check,collection pending
V05026,BDM003,Vetri S,OA0464,Saravana Mobiles,08/07/2026,15:28,15,,will order next week
V05027,BDM007,Mohan Raj,OA0377,New Star Mobiles,2026-05-18,11:41,45,Complaint,
V05028,BDM005,Dhanush P,OA0654,Anandha Mobiles,24/05/2026,13:44,,Follow up,stock displayed
V05029,BDM012,Yuvaraj S,OA0770,Sri Krishna Agencies,08/06/2026,17:32,5,New onboarding,owner not available
V05030,BDM012,Yuvaraj S,OA0694,Devi Mobile,13/06/2026,12:20,10,Complaint,
V05031,BDM006,Jegan R,OA0536,Bharath Traders,05/06/2026,13:39,,New onboarding,
V05032,BDM010,Praveen K,OA0402,Kumaran Digital,2026-07-23,10:30,,Stock check,
V05033,BDM004,Ashok Kumar,OA0545,Vasanth Agencies,2026-05-21,11:50,,Collection,
V05034,BDM005,Dhanush P,OA0301,Amman Enterprises,06/06/2026,13:17,15,Collection,shop closed
V05035,BDM012,Yuvaraj S,OA0522,Galaxy Telecom,22/06/2026,12:34,25,,stock displayed
V05036,BDM011,Ilango M,OA0666,Anandha Gadgets,18/07/2026,10:44,30,Routine visit,display not as per norms
V05037,BDM001,Sundar R,OA0483,Ram Gadgets,2026-06-24,12:20,10,followup,will order next week
V05038,BDM001,Sundar R,OA0297,New Star Mobiles,13/07/2026,11:30,15,Order,
V05039,BDM001,Sundar R,OA0009,Jeyam Enterprises,03/06/2026,12:10,,routine,asked for better margin
V05040,BDM008,Sathya N,OA0623,Sakthi Traders,29/07/2026,14:42,10,Follow up,display not as per norms
V05041,BDM007,Mohan Raj,OA0092,Poorvika Enterprises,29/06/2026,10:40,5,Follow up,collection pending
V05042,BDM007,Mohan Raj,OA0506,Galaxy Cellpoint,30/06/2026,11:08,,New onboarding,display not as per norms
V05043,BDM011,Ilango M,OA0642,Anandha Telecom,2026-06-07,10:27,20,Routine visit,asked for better margin
V05044,BDM010,Praveen K,OA0798,Anandha Digital ,20/07/2026,13:30,45,Routine visit,collection pending
V05045,BDM003,Vetri S,OA0678,Kumaran Electronics,20/05/2026,10:33,10,New onboarding,shop closed
V05046,BDM004,Ashok Kumar,OA0780,Devi Infotech,2026-05-13,15:32,10,Collection,discussed scheme
V05047,BDM011,Ilango M,OA0381,Galaxy Mobile,18/06/2026,10:33,5,Routine visit,display not as per norms
V05048,BDM006,Jegan R,OA0047,Sakthi Infotech,29/05/2026,15:17,20,New onboarding,discussed scheme
V05049,BDM010,Praveen K,OA0767,Royal Communications,2026-07-09,10:38,5,Collection,asked for better margin
V05050,BDM007,Mohan Raj,OA0261,City Mobile,11/05/2026,14:48,30,Complaint,
V05051,BDM002,Prakash M,OA0592,iStore Electronics,15/05/2026,11:29,,Order,
V05052,BDM008,Sathya N,OA0020,,02/06/2026,10:40,10,Complaint,will order next week
V05053,BDM012,Yuvaraj S,OA0034,Poorvika Digital,24/07/2026,12:49,12,routine,stock displayed
V05054,BDM002,Prakash M,OA0667,Bharath Communications,21/06/2026,14:00,30,Routine visit,
V05055,BDM009,Gowtham S,OA0118,Selvam Mobile,2026-05-24,17:00,30,followup,collection pending
V05056,BDM008,Sathya N,OA0456,Lakshmi Digital,2026-05-18,15:50,25,Complaint,will order next week
V05057,BDM011,Ilango M,OA0283,Modern Mobile,29/06/2026,13:07,5,Complaint,
V05058,BDM012,Yuvaraj S,OA0368,Anandha Telecom,25/05/2026,14:33,12,followup,will order next week
V05059,BDM004,Ashok Kumar,OA0032,Modern Cellpoint,02/07/2026,16:52,12,Stock check,
V05060,BDM005,Dhanush P,OA0543,Poorvika Agencies,27/07/2026,11:38,10,Follow up,shop closed
V05061,BDM004,Ashok Kumar,OA0615,Selvam Electronics,14/05/2026,11:35,10,Routine visit,asked for better margin
V05062,BDM012,Yuvaraj S,OA0764,Anandha Infotech,2026-07-08,16:35,25,followup,will order next week
V05063,BDM006,Jegan R,OA0542,Kumaran Traders,13/05/2026,11:43,10,Complaint,will order next week
V05064,BDM002,Prakash M,OA0147,Jeyam Enterprises,13/06/2026,13:25,12,New onboarding,collection pending
V05065,BDM010,Praveen K,OA0135,Selvam Mobiles,25/06/2026,10:06,20,followup,
V05066,BDM012,Yuvaraj S,OA0082,Royal Electronics,29/05/2026,15:53,8,Stock check,owner not available
V05067,BDM001,Sundar R,OA0441,Bharath Enterprises,27/06/2026,14:00,25,Routine visit,stock displayed
V05068,BDM007,Mohan Raj,OA0115,Bharath Electronics,28/06/2026,14:18,10,Collection,
V05069,BDM010,Praveen K,OA0321,Vasanth Enterprises,2026-06-24,11:31,5,New onboarding,
V05070,BDM002,Prakash M,OA0684,City Digital,07/07/2026,10:24,,Routine visit,
V05071,BDM010,Praveen K,OA0638,Royal Enterprises,29/06/2026,13:11,5,Collection,asked for better margin
V05072,BDM004,Ashok Kumar,OA0066,Universal Traders,2026-06-18,10:03,10,Complaint,display not as per norms
V05073,BDM003,Vetri S,OA0345,,2026-06-08,10:27,25,routine,
V05074,BDM002,Prakash M,OA0546,Ganesh Agencies,02/07/2026,11:35,20,Complaint,stock displayed
V05075,BDM002,Prakash M,OA0167,Meenakshi Telecom,2026-07-06,15:02,30,followup,discussed scheme
V05076,BDM010,Praveen K,OA0317,Jeyam Digital,2026-06-03,11:07,10,Routine visit,owner not available
V05077,BDM001,Sundar R,OA0551,Meenakshi Enterprises,19/05/2026,13:09,10,routine,will order next week
V05078,BDM004,Ashok Kumar,OA0066,Universal Traders,29/07/2026,16:40,30,Routine visit,
V05079,BDM002,Prakash M,OA0351,Devi Infotech,30/05/2026,12:17,25,routine,discussed scheme
V05080,BDM005,Dhanush P,OA0356,Ganesh Agencies,26/06/2026,10:17,15,Collection,asked for better margin
V05081,BDM006,Jegan R,OA0247,iStore Infotech,2026-07-21,16:00,15,Collection,
V05082,BDM008,Sathya N,OA0020,Jeyam Agencies,2026-05-06,10:03,5,New onboarding,
V05083,BDM005,Dhanush P,OA0561,Muthu Cellpoint,2026-05-13,10:59,30,,owner not available
V05084,BDM007,Mohan Raj,OA0582,Vasanth Digital,2026-05-25,15:10,25,Collection,collection pending
V05085,BDM001,Sundar R,OA0421,Meenakshi Enterprises,06/05/2026,11:26,5,Order,asked for better margin
V05086,BDM011,Ilango M,OA0560,Sri Krishna Communications,02/05/2026,13:09,8,followup,discussed scheme
V05087,BDM002,Prakash M,OA0498,Sangeetha Cellpoint,05/06/2026,14:00,30,,display not as per norms
V05088,BDM012,Yuvaraj S,OA0114,Selvam Electronics,2026-07-07,11:19,,Stock check,
V05089,BDM001,Sundar R,OA0436,Vinayaga Agencies,26/05/2026,11:04,5,Follow up,will order next week
V05090,BDM006,Jegan R,OA0641,Bharath Enterprises,12/06/2026,12:29,15,New onboarding,display not as per norms
V05091,BDM005,Dhanush P,OA0510,Prime Cellpoint,26/05/2026,10:24,10,Routine visit,stock displayed
V05092,BDM006,Jegan R,OA0648,Vinayaga Digital,2026-07-27,13:40,15,Collection,
V05093,BDM012,Yuvaraj S,OA0367,Devi Gadgets,01/06/2026,12:11,8,Order,
V05094,BDM011,Ilango M,OA0730,Saravana Communications,09/06/2026,16:00,20,Routine visit,collection pending
V05095,BDM009,Gowtham S,OA0479,Vasanth Cellpoint,02/07/2026,13:34,8,followup,owner not available
V05096,BDM003,Vetri S,OA0635,Kumaran Gadgets,06/06/2026,14:04,12,followup,will order next week
V05097,BDM005,Dhanush P,OA0561,Muthu Cellpoint,2026-05-04,10:28,15,Routine visit,
V05098,BDM004,Ashok Kumar,OA0186,Ram Communications,05/05/2026,10:36,20,Order,collection pending
V05099,BDM001,Sundar R,OA0029,Lakshmi Traders,03/07/2026,14:52,5,routine,stock displayed
V05100,BDM010,Praveen K,OA0398,Chennai Silks Mobile,18/07/2026,14:51,8,Order,owner not available
V05101,BDM012,Yuvaraj S,OA0197,Prime Digital,2026-06-21,11:55,,,owner not available
V05102,BDM009,Gowtham S,OA0199,Muthu Enterprises,03/07/2026,13:08,12,New onboarding,discussed scheme
V05103,BDM001,Sundar R,OA0436,Vinayaga Agencies,2026-07-02,14:32,8,New onboarding,
V05104,BDM011,Ilango M,OA0671,Vasanth Traders,2026-05-25,13:04,20,New onboarding,
V05105,BDM012,Yuvaraj S,OA0493,Bharath Traders,07/05/2026,11:54,,,
V05106,BDM006,Jegan R,OA0439,Sakthi Enterprises,12/06/2026,14:34,15,Stock check,
V05107,BDM009,Gowtham S,OA0209,Anandha Traders,02/05/2026,14:18,30,Order,
V05108,BDM007,Mohan Raj,OA0563,Anandha Traders,30/07/2026,15:32,15,routine,
V05109,BDM007,Mohan Raj,OA0004,Bharath Digital,13/07/2026,12:32,45,New onboarding,
V05110,BDM001,Sundar R,OA0617,Bharath Agencies,2026-07-06,13:10,8,Order,discussed scheme
V05111,BDM002,Prakash M,OA0592,iStore Electronics,18/05/2026,10:24,45,Order,display not as per norms
V05112,BDM009,Gowtham S,OA0331,Kumaran Electronics,20/07/2026,12:14,45,Stock check,
V05113,BDM012,Yuvaraj S,OA0316,Saravana Cellpoint,16/07/2026,11:05,20,Complaint,will order next week
V05114,BDM012,Yuvaraj S,OA0803,Royal Enterprises - Branch,25/05/2026,17:06,,Order,owner not available
V05115,BDM003,Vetri S,OA0341,Prime Electronics,17/06/2026,12:34,,Follow up,will order next week
V05116,BDM012,Yuvaraj S,OA0207,Muthu Telecom,2026-07-22,15:02,25,followup,owner not available
V05117,BDM010,Praveen K,OA0398,Chennai Silks Mobile,02/05/2026,13:08,12,Stock check,stock displayed
V05118,BDM003,Vetri S,OA0416,Devi Agencies,10/06/2026,11:04,8,Routine visit,
V05119,BDM004,Ashok Kumar,OA0075,,17/05/2026,11:08,30,Complaint,discussed scheme
V05120,BDM008,Sathya N,OA0424,Sri Krishna Cellpoint,2026-05-13,11:09,12,Follow up,collection pending
V05121,BDM002,Prakash M,OA0498,Sangeetha Cellpoint,22/06/2026,13:32,12,,
V05122,BDM004,Ashok Kumar,OA0668,Bharath Mobiles,09/06/2026,10:39,15,routine,display not as per norms
V05123,BDM011,Ilango M,OA0346,Amman Communications,23/07/2026,13:00,20,Routine visit,
V05124,BDM006,Jegan R,OA0662,Vinayaga Mobile,02/05/2026,11:04,25,Stock check,stock displayed
V05125,BDM012,Yuvaraj S,OA0729,Amman Gadgets,13/07/2026,11:53,20,Order,stock displayed
V05126,BDM010,Praveen K,OA0324,Sri Balaji Traders,27/06/2026,10:11,15,New onboarding,
V05127,BDM001,Sundar R,OA0138,Prime Electronics,21/07/2026,11:58,20,Collection,
V05128,BDM002,Prakash M,OA0528,Mobile World Infotech,18/06/2026,16:30,12,followup,discussed scheme
V05129,BDM004,Ashok Kumar,OA0066,Universal Traders,03/06/2026,11:41,12,Follow up,asked for better margin
V05130,BDM002,Prakash M,OA0728,Thangam Telecom,15/07/2026,10:06,12,Order,
V05131,BDM001,Sundar R,OA0112,Karpagam Infotech,28/05/2026,12:42,,Order,asked for better margin
V05132,BDM010,Praveen K,OA0256,Muthu Gadgets,10/07/2026,14:41,15,Routine visit,
V05133,BDM001,Sundar R,OA0216,iStore Gadgets,09/05/2026,10:09,20,routine,discussed scheme
V05134,BDM011,Ilango M,OA0102,Thangam Enterprises,23/05/2026,10:28,30,Stock check,stock displayed
V05135,BDM006,Jegan R,OA0178,,2026-07-27,12:19,,followup,will order next week
V05136,BDM004,Ashok Kumar,OA0066,Universal Traders,03/06/2026,14:39,25,,
V05137,BDM012,Yuvaraj S,OA0387,Ganesh Electronics,14/05/2026,13:29,12,routine,collection pending
V05138,BDM002,Prakash M,OA0818,Selvam Agencies ,04/05/2026,13:24,25,Routine visit,collection pending
V05139,BDM010,Praveen K,OA0524,Vasanth Electronics,23/05/2026,14:17,10,Complaint,asked for better margin
V05140,BDM011,Ilango M,OA0381,Galaxy Mobile,08/05/2026,10:19,,Collection,
V05141,BDM005,Dhanush P,OA0110,Modern Traders,2026-05-05,16:04,8,Collection,discussed scheme
V05142,BDM004,Ashok Kumar,OA0211,Poorvika Gadgets,17/07/2026,11:46,15,Collection,
V05143,BDM002,Prakash M,OA0752,Thangam Electronics,2026-05-23,14:06,,Routine visit,
V05144,BDM003,Vetri S,OA0578,Sri Krishna Cellpoint,09/07/2026,13:00,30,New onboarding,owner not available
V05145,BDM006,Jegan R,OA0124,Vasanth Electronics,27/07/2026,11:20,12,Routine visit,
V05146,BDM011,Ilango M,OA0278,Big C Mobiles,2026-07-21,12:53,20,Stock check,asked for better margin
V05147,BDM004,Ashok Kumar,OA0292,Saravana Digital,23/06/2026,12:30,12,Routine visit,will order next week
V05148,BDM011,Ilango M,OA0621,Mobile World Enterprises,06/05/2026,10:41,20,Stock check,shop closed
V05149,BDM010,Praveen K,OA0806,Modern Communications ,26/06/2026,13:12,,Collection,owner not available
V05150,BDM002,Prakash M,OA0663,New Star Agencies,28/07/2026,10:22,20,,display not as per norms
V05151,BDM004,Ashok Kumar,OA0363,Saravana Mobiles,2026-06-09,11:37,45,Order,
V05152,BDM002,Prakash M,OA0772,Ganesh Cellpoint,09/06/2026,11:18,10,routine,will order next week
V05153,BDM005,Dhanush P,OA0301,Amman Enterprises,07/05/2026,11:45,30,Order,collection pending
V05154,BDM008,Sathya N,OA0424,Sri Krishna Cellpoint,22/06/2026,10:28,,New onboarding,discussed scheme
V05155,BDM005,Dhanush P,OA0356,Ganesh Agencies,2026-05-05,15:17,15,Stock check,
V05156,BDM001,Sundar R,OA0408,Galaxy Infotech,27/07/2026,15:47,12,,
V05157,BDM009,Gowtham S,OA0320,Modern Gadgets,2026-07-22,11:59,,,display not as per norms
V05158,BDM002,Prakash M,OA0194,Karpagam Traders,05/06/2026,13:56,10,,
V05159,BDM010,Praveen K,OA0524,Vasanth Electronics,2026-07-08,11:37,12,Complaint,display not as per norms
V05160,BDM002,Prakash M,OA0422,Anandha Agencies,2026-06-15,13:07,45,Follow up,stock displayed
V05161,BDM005,Dhanush P,OA0573,Muthu Communications,27/05/2026,13:13,45,,stock displayed
V05162,BDM001,Sundar R,OA0529,iStore Enterprises,2026-05-05,11:26,30,,will order next week
V05163,BDM006,Jegan R,OA0384,Bharath Mobile,23/07/2026,13:29,30,Follow up,discussed scheme
V05164,BDM004,Ashok Kumar,OA0075,Ram Electronics,12/06/2026,16:57,8,Follow up,
V05165,BDM009,Gowtham S,OA0338,Universal Communications,2026-07-20,10:35,20,Complaint,
V05166,BDM007,Mohan Raj,OA0646,Vinayaga Cellpoint,2026-07-02,12:09,20,routine,asked for better margin
